GO_term,category,bin_edge,with_term_hist,without_term_hist
Golgi apparatus,cellcom,0.17,1.5917641708355759,1.6826180325940097
Golgi apparatus,cellcom,0.18,1.66109575709774,1.7613210897803115
Golgi apparatus,cellcom,0.19,1.6970336894262956,1.8283135279092075
Golgi apparatus,cellcom,0.2,1.8973956130279812,1.9107002070525452
Golgi apparatus,cellcom,0.21,1.8811758382602206,1.9689234257464265
Golgi apparatus,cellcom,0.22,1.9998028184243901,2.0187073015984702
Golgi apparatus,cellcom,0.23,2.0109340364022668,2.083857928748859
Golgi apparatus,cellcom,0.24,2.0770852746707527,2.1455723413870853
Golgi apparatus,cellcom,0.25,2.104118232617011,2.168801151489226
Golgi apparatus,cellcom,0.26,2.1537316613183797,2.201211526767834
Golgi apparatus,cellcom,0.27,2.1451447217354502,2.2272992673440846
Golgi apparatus,cellcom,0.28,2.2058893684147023,2.2340617375040104
Golgi apparatus,cellcom,0.29,2.2370567787527293,2.2751313733532266
Golgi apparatus,cellcom,0.3,2.1944401156374513,2.279144871903419
Golgi apparatus,cellcom,0.31,2.2179746907906646,2.2901132686262047
Golgi apparatus,cellcom,0.32,2.2367387439533615,2.2394772115751476
Golgi apparatus,cellcom,0.33,2.2882603814509364,2.225265028352891
Golgi apparatus,cellcom,0.34,2.166771088092457,2.2178977844388394
Golgi apparatus,cellcom,0.35000000000000003,2.202709020421025,2.203163296610748
Golgi apparatus,cellcom,0.36,2.1286069121683275,2.174546502153542
Golgi apparatus,cellcom,0.37,2.060229430304262,2.137078019113048
Golgi apparatus,cellcom,0.38,2.069452439485927,2.0857547191595605
Golgi apparatus,cellcom,0.39,1.9931240876376675,2.036603106777753
Golgi apparatus,cellcom,0.4,2.0128422451984678,1.9984748705509252
Golgi apparatus,cellcom,0.41000000000000003,1.9832650088572785,1.97362416719906
Golgi apparatus,cellcom,0.42,1.9390581717451505,1.9261494274991708
Golgi apparatus,cellcom,0.43,1.8935791954355627,1.8715273616140187
Golgi apparatus,cellcom,0.44,1.7860834332492646,1.80338035540904
Golgi apparatus,cellcom,0.45,1.7456930137295608,1.7315497272470353
Golgi apparatus,cellcom,0.46,1.6127544675938426,1.6430328414140254
Golgi apparatus,cellcom,0.47000000000000003,1.6471022259255683,1.5924242740790744
Golgi apparatus,cellcom,0.48,1.5618688996950034,1.5068212981523599
Golgi apparatus,cellcom,0.49,1.4922192786334667,1.4426328110653792
Golgi apparatus,cellcom,0.5,1.4143007527883689,1.3740734591189423
Golgi apparatus,cellcom,0.51,1.2317487779512823,1.300675917139397
Golgi apparatus,cellcom,0.52,1.3064869558027028,1.2276082517530182
Golgi apparatus,cellcom,0.53,1.1671877136796298,1.187830632560358
Golgi apparatus,cellcom,0.54,1.128069433357397,1.1037945704511931
Golgi apparatus,cellcom,0.55,1.0787740394553962,1.0443343145329322
Golgi apparatus,cellcom,0.56,0.986225912839382,0.9938082163462639
Golgi apparatus,cellcom,0.5700000000000001,0.9216648485677397,0.9332758615002222
Golgi apparatus,cellcom,0.58,0.9044909694018712,0.8580639982582509
Golgi apparatus,cellcom,0.59,0.8453364967194703,0.8377765877785113
Golgi apparatus,cellcom,0.6,0.7499260569091464,0.7567094150078449
Golgi apparatus,cellcom,0.61,0.7257554121571976,0.7316387939271912
Golgi apparatus,cellcom,0.62,0.7066733241951327,0.6669280022343634
Golgi apparatus,cellcom,0.63,0.6856830274368615,0.6081549892185328
Golgi apparatus,cellcom,0.64,0.5820036828429761,0.5687347363351365
Golgi apparatus,cellcom,0.65,0.5365247065333885,0.5128206537934155
Golgi apparatus,cellcom,0.66,0.5193508273675301,0.48648550577229016
Golgi apparatus,cellcom,0.67,0.50949174858713,0.4447836064528256
Golgi apparatus,cellcom,0.68,0.41598951757301245,0.4020096082055699
Golgi apparatus,cellcom,0.6900000000000001,0.4290289443470901,0.37317289601959874
Golgi apparatus,cellcom,0.7000000000000001,0.36987447166469334,0.3474700114687131
Golgi apparatus,cellcom,0.71,0.3918188728210637,0.3112385656525891
Golgi apparatus,cellcom,0.72,0.3231233561576305,0.2796528818568971
Golgi apparatus,cellcom,0.73,0.29927074620504945,0.25755115011474183
Golgi apparatus,cellcom,0.74,0.2512474915005198,0.23811592083401578
Golgi apparatus,cellcom,0.75,0.24806714350684228,0.21271542316019557
Golgi apparatus,cellcom,0.76,0.2407523431213841,0.19465467968432992
Golgi apparatus,cellcom,0.77,0.2366178907296034,0.17150833873048077
Golgi apparatus,cellcom,0.78,0.20195209759851904,0.15757105266919633
Golgi apparatus,cellcom,0.79,0.17841752244530582,0.14426603007814764
Golgi apparatus,cellcom,0.8,0.19018481002191243,0.13272034931732027
Golgi apparatus,cellcom,0.81,0.16633220006933144,0.11900298098481348
Golgi apparatus,cellcom,0.8200000000000001,0.16410595647375723,0.1163089888072871
Golgi apparatus,cellcom,0.8300000000000001,0.19368319281495977,0.10863935801616725
Golgi apparatus,cellcom,0.84,0.1873224968276027,0.10278404848746074
Golgi apparatus,cellcom,0.85,0.16028953888134426,0.09802832760264377
Golgi apparatus,cellcom,0.86,0.1679223740661702,0.09352001416270166
Golgi apparatus,cellcom,0.87,0.16092560848007975,0.09362997302709049
Golgi apparatus,cellcom,0.88,0.15011242530157637,0.08727984860863543
Golgi apparatus,cellcom,0.89,0.17746341804720256,0.08340379863892909
Golgi apparatus,cellcom,0.9,0.1278499893458341,0.07702618450437684
Golgi apparatus,cellcom,0.91,0.10367934459388536,0.06886173882350606
Golgi apparatus,cellcom,0.92,0.13898120732370525,0.0675972118830345
Golgi apparatus,cellcom,0.93,0.1183089453648017,0.060559844562149245
Golgi apparatus,cellcom,0.9400000000000001,0.09477437021158847,0.05316511093200029
Golgi apparatus,cellcom,0.9500000000000001,0.10272524019578327,0.04557794928917139
Golgi apparatus,cellcom,0.96,0.07855459544383339,0.027654654393791257
Golgi apparatus,cellcom,0.97,0.03466579313108437,0.02254156719971057
Golgi apparatus,cellcom,0.98,0.02035422715953578,0.011490701328632948
Golgi apparatus,cellcom,0.99,0.0,0.0012095475082771526
Golgi lumen,cellcom,0.0,0.0,0.03225616593427844
Golgi lumen,cellcom,0.01,0.03293807641633729,0.13009477350744528
Golgi lumen,cellcom,0.02,0.18664909969257798,0.23817586031092808
Golgi lumen,cellcom,0.03,0.3074220465524813,0.3238610783496155
Golgi lumen,cellcom,0.04,0.3806177719221197,0.41104954582757824
Golgi lumen,cellcom,0.05,0.45015371102327645,0.5136272109550707
Golgi lumen,cellcom,0.06,0.4904113599765769,0.6244854874006034
Golgi lumen,cellcom,0.07,0.49407114624505954,0.7179162618721676
Golgi lumen,cellcom,0.08,0.6002049480310353,0.8187613683238849
Golgi lumen,cellcom,0.09,0.5782462304201429,0.914587150376665
Golgi lumen,cellcom,0.1,0.6148440931049629,1.0211395089368185
Golgi lumen,cellcom,0.11,0.7356170399648665,1.1255006903481963
Golgi lumen,cellcom,0.12,0.8197921241399495,1.2185492827589253
Golgi lumen,cellcom,0.13,0.8820084907041421,1.3189102919335878
Golgi lumen,cellcom,0.14,0.9442248572683373,1.408570203404939
Golgi lumen,cellcom,0.15,0.9625237886107443,1.4709677945368844
Golgi lumen,cellcom,0.16,0.9515444298052985,1.5842210785636361
Golgi lumen,cellcom,0.17,1.1198945981554698,1.6792570176907011
Golgi lumen,cellcom,0.18,1.1418533157663582,1.7576043401613963
Golgi lumen,cellcom,0.19,1.1857707509881412,1.8222695448542863
Golgi lumen,cellcom,0.2,1.4382960035133974,1.9129231296838038
Golgi lumen,cellcom,0.21,1.5883472405211523,1.9645431867002665
Golgi lumen,cellcom,0.22,1.599326599326598,2.0201124583453383
Golgi lumen,cellcom,0.23,1.6725223246962408,2.0808794060177407
Golgi lumen,cellcom,0.24,2.0128824476650546,2.141009383588744
Golgi lumen,cellcom,0.25,2.1336553945249577,2.163863870826538
Golgi lumen,cellcom,0.26,1.7932952715561394,2.2002476030178095
Golgi lumen,cellcom,0.27,2.3715415019762824,2.219713409316221
Golgi lumen,cellcom,0.28,1.6176255306690164,2.2360962803239275
Golgi lumen,cellcom,0.29,1.8115942028985492,2.2753081597653484
Golgi lumen,cellcom,0.3,1.7896354852876577,2.275766778238348
Golgi lumen,cellcom,0.31,1.7823159127506938,2.287869210164716
Golgi lumen,cellcom,0.32,2.0458205240813916,2.240606028641741
Golgi lumen,cellcom,0.33,2.086078173034693,2.2312807863574236
Golgi lumen,cellcom,0.34,2.258088127653343,2.2135220599307313
Golgi lumen,cellcom,0.35000000000000003,2.0933977455716684,2.2038910719977602
Golgi lumen,cellcom,0.36,1.990923730054163,2.1721444821445797
Golgi lumen,cellcom,0.37,1.9836041575171992,2.131989886953092
Golgi lumen,cellcom,0.38,2.1775728297467407,2.0838094684841186
Golgi lumen,cellcom,0.39,2.2214902649685238,2.031832708210874
Golgi lumen,cellcom,0.4,2.353242570633873,1.9971560558913222
Golgi lumen,cellcom,0.41000000000000003,2.159273898404343,1.9731040648629294
Golgi lumen,cellcom,0.42,1.9470062948323803,1.9270383871305525
Golgi lumen,cellcom,0.43,2.1080368906455846,1.871647467113869
Golgi lumen,cellcom,0.44,2.419118723466547,1.7977079777447726
Golgi lumen,cellcom,0.45,2.2690674864587885,1.7289406855989453
Golgi lumen,cellcom,0.46,2.287366417801198,1.6361214024247144
Golgi lumen,cellcom,0.47000000000000003,2.1263358219880057,1.5930877023749632
Golgi lumen,cellcom,0.48,2.1519543258673677,1.5067400354308236
Golgi lumen,cellcom,0.49,1.8518518518518503,1.4437564318055975
Golgi lumen,cellcom,0.5,1.599326599326598,1.37572802497738
Golgi lumen,cellcom,0.51,1.3797394232176827,1.2946035128646292
Golgi lumen,cellcom,0.52,1.4419557897818753,1.2324352309691795
Golgi lumen,cellcom,0.53,1.2992241253110808,1.1854013586827041
Golgi lumen,cellcom,0.54,1.2406675450153701,1.1047864226510635
Golgi lumen,cellcom,0.55,1.2699458351632253,1.0455227244179421
Golgi lumen,cellcom,0.56,1.3577807056067912,0.9906668592864245
Golgi lumen,cellcom,0.5700000000000001,1.1821109647196726,0.9306133181275925
Golgi lumen,cellcom,0.58,1.149172888303322,0.859756764049203
Golgi lumen,cellcom,0.59,0.8637095593617324,0.8382016958182397
Golgi lumen,cellcom,0.6,0.8234519104084315,0.7557013282864912
Golgi lumen,cellcom,0.61,0.8600497730932506,0.73027348183909
Golgi lumen,cellcom,0.62,1.0101010101010093,0.6677230178828076
Golgi lumen,cellcom,0.63,0.6734006734006729,0.6139117837175658
Golgi lumen,cellcom,0.64,0.8490704142878048,0.5678461059851999
Golgi lumen,cellcom,0.65,0.7209778948909377,0.5132705076982927
Golgi lumen,cellcom,0.66,0.5379885814668419,0.4887598981968901
Golgi lumen,cellcom,0.67,0.6477821695212994,0.44855434539729183
Golgi lumen,cellcom,0.68,0.4940711462450588,0.40248866766492586
Golgi lumen,cellcom,0.6900000000000001,0.3769579856536375,0.3776213549067459
Golgi lumen,cellcom,0.7000000000000001,0.4135558483384612,0.34880482751996555
Golgi lumen,cellcom,0.71,0.398916703264529,0.31708371647084904
Golgi lumen,cellcom,0.72,0.2708241838676619,0.28319690707701783
Golgi lumen,cellcom,0.73,0.30742204655248107,0.2605462502716675
Golgi lumen,cellcom,0.74,0.28912311521007145,0.23881283041231563
Golgi lumen,cellcom,0.75,0.3147416190894449,0.2148372757960787
Golgi lumen,cellcom,0.76,0.28912311521007145,0.19769004066671897
Golgi lumen,cellcom,0.77,0.17932952715561395,0.17667002732092144
Golgi lumen,cellcom,0.78,0.20860781730346928,0.16077125359028183
Golgi lumen,cellcom,0.79,0.1280925193968671,0.1471146146165273
Golgi lumen,cellcom,0.8,0.2635046113306981,0.13641351691321218
Golgi lumen,cellcom,0.81,0.3659786268481917,0.12107527687179387
Golgi lumen,cellcom,0.8200000000000001,0.24886546625677036,0.11921532417574147
Golgi lumen,cellcom,0.8300000000000001,0.4025764895330154,0.11340615685108596
Golgi lumen,cellcom,0.84,0.442834138486312,0.10718932866153973
Golgi lumen,cellcom,0.85,0.3330405504318545,0.10138016133688295
Golgi lumen,cellcom,0.86,0.34767969550578215,0.0977112135528892
Golgi lumen,cellcom,0.87,0.22324696237739697,0.09811887441777739
Golgi lumen,cellcom,0.88,0.23422632118284273,0.09129055493090013
Golgi lumen,cellcom,0.89,0.31108183282096297,0.08935416582268121
Golgi lumen,cellcom,0.9,0.2122676035719512,0.0801563175586413
Golgi lumen,cellcom,0.91,0.2159273898404331,0.07062724484187975
Golgi lumen,cellcom,0.92,0.3769579856536375,0.07116229972704552
Golgi lumen,cellcom,0.93,0.2122676035719512,0.06413014980772415
Golgi lumen,cellcom,0.9400000000000001,0.15371102327624053,0.05579858088157166
Golgi lumen,cellcom,0.9500000000000001,0.010979358805445875,0.05039707442180364
Golgi lumen,cellcom,0.96,0.04757722149026493,0.031593717028835094
Golgi lumen,cellcom,0.97,0.0,0.023669808967570812
Golgi lumen,cellcom,0.98,0.0,0.012280783554756869
Golgi lumen,cellcom,0.99,0.0,0.0011210673784425359
Golgi membrane,cellcom,0.0,0.0390468459396418,0.031856089338171585
Golgi membrane,cellcom,0.01,0.0750110461472066,0.13079674466047322
Golgi membrane,cellcom,0.02,0.20653726404915795,0.23860937274633737
Golgi membrane,cellcom,0.03,0.2630524358039026,0.3252797265564604
Golgi membrane,cellcom,0.04,0.3339532876416732,0.4127802064731158
Golgi membrane,cellcom,0.05,0.47678253989457375,0.5141074743516977
Golgi membrane,cellcom,0.06,0.5569313289285746,0.6252406068636895
Golgi membrane,cellcom,0.07,0.7018156783361936,0.7167360686680319
Golgi membrane,cellcom,0.08,0.8014878903400162,0.8176482734933475
Golgi membrane,cellcom,0.09,0.8436173820117339,0.9139947847327349
Golgi membrane,cellcom,0.1,0.9114355881174288,1.0210291695937264
Golgi membrane,cellcom,0.11,0.9895292799967123,1.1261698292741902
Golgi membrane,cellcom,0.12,1.1097524635477132,1.218469475744233
Golgi membrane,cellcom,0.13,1.2001767383553048,1.3188109688713074
Golgi membrane,cellcom,0.14,1.4282925225290053,1.404780903779048
Golgi membrane,cellcom,0.15,1.4056864538271034,1.46901191127197
Golgi membrane,cellcom,0.16,1.5957829406385171,1.5794446248815759
Golgi membrane,cellcom,0.17,1.5731768719366237,1.6779702171506161
Golgi membrane,cellcom,0.18,1.7365570957366994,1.753771107253329
Golgi membrane,cellcom,0.19,1.7314193528499044,1.820051488571756
Golgi membrane,cellcom,0.2,1.9009648681141438,1.9098607567222092
Golgi membrane,cellcom,0.21,1.846504793514112,1.9648566112799595
Golgi membrane,cellcom,0.22,1.954397394136806,2.0187888667637206
Golgi membrane,cellcom,0.23,1.9379566168990674,2.08159309501105
Golgi membrane,cellcom,0.24,2.0602348976047824,2.142140417906233
Golgi membrane,cellcom,0.25,2.1198327150916043,2.1647613543092348
Golgi membrane,cellcom,0.26,2.145521429525579,2.1987446417953946
Golgi membrane,cellcom,0.27,2.0633175433368596,2.224737965506183
Golgi membrane,cellcom,0.28,2.282185390314338,2.230548848251921
Golgi membrane,cellcom,0.29,2.286295584623761,2.2717438562885666
Golgi membrane,cellcom,0.3,2.107502132163296,2.276568964282785
Golgi membrane,cellcom,0.31,2.255469127302991,2.2851036983155684
Golgi membrane,cellcom,0.32,2.278075196004889,2.2382793976189888
Golgi membrane,cellcom,0.33,2.2503313844161963,2.229770605027034
Golgi membrane,cellcom,0.34,2.1999815041256054,2.2141797990887273
Golgi membrane,cellcom,0.35000000000000003,2.1681274982274887,2.20401075428372
Golgi membrane,cellcom,0.36,2.130108200865194,2.1719211919780745
Golgi membrane,cellcom,0.37,1.943094359785857,2.135706940580609
Golgi membrane,cellcom,0.38,2.0694828348010135,2.0848357751146853
Golgi membrane,cellcom,0.39,1.9266535825481133,2.035832393388459
Golgi membrane,cellcom,0.4,1.8660282164839326,2.0029905292987804
Golgi membrane,cellcom,0.41000000000000003,1.96159023417833,1.9747143587950395
Golgi membrane,cellcom,0.42,1.793072267491444,1.9305620265038497
Golgi membrane,cellcom,0.43,1.7982100103782392,1.8751770503336571
Golgi membrane,cellcom,0.44,1.6009206835253122,1.807080768157191
Golgi membrane,cellcom,0.45,1.610168620721543,1.735767747317913
Golgi membrane,cellcom,0.46,1.5248820888007466,1.643545925170356
Golgi membrane,cellcom,0.47000000000000003,1.5238545402233963,1.5986153496543118
Golgi membrane,cellcom,0.48,1.487890340015823,1.511789347199205
Golgi membrane,cellcom,0.49,1.4200721339101294,1.44724704241633
Golgi membrane,cellcom,0.5,1.4221272310648474,1.3761415531036847
Golgi membrane,cellcom,0.51,1.15393705237415,1.29875823511039
Golgi membrane,cellcom,0.52,1.2176450641704075,1.2342937546500021
Golgi membrane,cellcom,0.53,1.1087249149703542,1.1881439314149802
Golgi membrane,cellcom,0.54,1.1559921495288679,1.1044568433002069
Golgi membrane,cellcom,0.55,1.0450169031740966,1.0471262590678296
Golgi membrane,cellcom,0.56,0.9515099826344281,0.994257602658063
Golgi membrane,cellcom,0.5700000000000001,0.8662234507136413,0.9340215770528336
Golgi membrane,cellcom,0.58,1.0193281887401218,0.8577796824560103
Golgi membrane,cellcom,0.59,0.8045705360720921,0.8392315522631825
Golgi membrane,cellcom,0.6,0.7562757529362195,0.7561670587283084
Golgi membrane,cellcom,0.61,0.6956503868720387,0.7320674601980467
Golgi membrane,cellcom,0.62,0.7048983240682697,0.6692113490690649
Golgi membrane,cellcom,0.63,0.6689341238607049,0.612944363910682
Golgi membrane,cellcom,0.64,0.6196117921474732,0.5685326172112116
Golgi membrane,cellcom,0.65,0.5425456488455487,0.5140037085883804
Golgi membrane,cellcom,0.66,0.5343252602266768,0.48795850199593405
Golgi membrane,cellcom,0.67,0.5343252602266768,0.4478011515924409
Golgi membrane,cellcom,0.68,0.44492853399644433,0.4020663914106848
Golgi membrane,cellcom,0.6900000000000001,0.46136931123418823,0.3755023560016557
Golgi membrane,cellcom,0.7000000000000001,0.3740276821586779,0.348627023302681
Golgi membrane,cellcom,0.71,0.41615717383039247,0.31516256463309955
Golgi membrane,cellcom,0.72,0.3873858136643406,0.2804788582445528
Golgi membrane,cellcom,0.73,0.35861445349828885,0.2584026920989632
Golgi membrane,cellcom,0.74,0.2445565614114405,0.2390244357996032
Golgi membrane,cellcom,0.75,0.2753830187322103,0.21401688684032194
Golgi membrane,cellcom,0.76,0.2609973386491844,0.1967398872481214
Golgi membrane,cellcom,0.77,0.28668605308315925,0.17391141931848708
Golgi membrane,cellcom,0.78,0.27332792157749236,0.1582687304985217
Golgi membrane,cellcom,0.79,0.24969430429823547,0.1443900596549372
Golgi membrane,cellcom,0.8,0.22811578417369663,0.13499925807479216
Golgi membrane,cellcom,0.81,0.1829036467699009,0.1212502944353533
Golgi membrane,cellcom,0.8200000000000001,0.18906893823405488,0.11837079450331987
Golgi membrane,cellcom,0.8300000000000001,0.26819017869070033,0.11154819556525994
Golgi membrane,cellcom,0.84,0.2527769500303125,0.10589296146450838
Golgi membrane,cellcom,0.85,0.20037197258500378,0.10052308321287849
Golgi membrane,cellcom,0.86,0.22400558986426064,0.0962946283577303
Golgi membrane,cellcom,0.87,0.2558595957623894,0.09502349775710293
Golgi membrane,cellcom,0.88,0.1921515839661318,0.08975738526878957
Golgi membrane,cellcom,0.89,0.2887411502378772,0.0858921105852492
Golgi membrane,cellcom,0.9,0.22811578417369663,0.07735737655246545
Golgi membrane,cellcom,0.91,0.14385680083025912,0.06980841727118865
Golgi membrane,cellcom,0.92,0.1808485496151829,0.07056071905523342
Golgi membrane,cellcom,0.93,0.20550971547179875,0.061610921969183594
Golgi membrane,cellcom,0.9400000000000001,0.16851796668687496,0.0536468996346407
Golgi membrane,cellcom,0.9500000000000001,0.21064745835859608,0.046071998912535266
Golgi membrane,cellcom,0.96,0.1325537664793102,0.029158179491942042
Golgi membrane,cellcom,0.97,0.07295594899248856,0.022257756231393484
Golgi membrane,cellcom,0.98,0.04726723455851372,0.011310468201500652
Golgi membrane,cellcom,0.99,0.0,0.0011414233964817172
PML body,cellcom,0.0,0.01278739674177131,0.03222546890485028
PML body,cellcom,0.01,0.0946267358891077,0.1297707621719506
PML body,cellcom,0.02,0.14833380220454723,0.23871380256955313
PML body,cellcom,0.03,0.17646607503644407,0.32521912552190685
