GO_term,category,bin_edge,with_term_hist,without_term_hist
ATP binding,molfunc,0.8200000000000001,0.013405574484723218,0.022052323184333117
ATP binding,molfunc,0.8300000000000001,0.0058649388370664735,0.02185692285232028
ATP binding,molfunc,0.84,0.008657766854717079,0.02121489318999135
ATP binding,molfunc,0.85,0.00949561526001228,0.019177146870426393
ATP binding,molfunc,0.86,0.005306373233536274,0.01828388820979518
ATP binding,molfunc,0.87,0.006144221638831476,0.01722314355029561
ATP binding,molfunc,0.88,0.006702787242361609,0.01292433624600789
ATP binding,molfunc,0.89,0.005585656035301341,0.012031077585376675
ATP binding,molfunc,0.9,0.0036306764229458717,0.009379215936627756
ATP binding,molfunc,0.91,0.005027090431771207,0.009797930933798639
ATP binding,molfunc,0.92,0.0025135452158856035,0.008150985278259837
ATP binding,molfunc,0.93,0.003072110819415738,0.00480126530089278
ATP binding,molfunc,0.9400000000000001,0.0008378484052952011,0.002344803984156939
ATP binding,molfunc,0.9500000000000001,0.0,0.003070576645919835
ATP binding,molfunc,0.96,0.0,0.0024843756498805665
ATP binding,molfunc,0.97,0.0,0.0020935749858544098
ATP binding,molfunc,0.98,0.0,2.7914333144725464e-05
ATP binding,molfunc,0.99,0.0,0.0
ATP hydrolysis activity,molfunc,0.0,0.0,0.0
ATP hydrolysis activity,molfunc,0.01,0.0,0.0
ATP hydrolysis activity,molfunc,0.02,0.0,0.0
ATP hydrolysis activity,molfunc,0.03,0.0,0.0008598427634199958
ATP hydrolysis activity,molfunc,0.04,0.0,0.0019541880986818083
ATP hydrolysis activity,molfunc,0.05,0.0,0.005211168263151493
ATP hydrolysis activity,molfunc,0.06,0.000975248200667069,0.012819473927352654
ATP hydrolysis activity,molfunc,0.07,0.014628723010006053,0.032309243231539254
ATP hydrolysis activity,molfunc,0.08,0.028282197819345038,0.07626544753122211
ATP hydrolysis activity,molfunc,0.09,0.04486141723068517,0.15154077309244524
ATP hydrolysis activity,molfunc,0.1,0.060465388441358354,0.2523768789844268
ATP hydrolysis activity,molfunc,0.11,0.11605453587938136,0.3694457740161251
ATP hydrolysis activity,molfunc,0.12,0.15799020850806517,0.5117106676001602
ATP hydrolysis activity,molfunc,0.13,0.17164368331740415,0.6437616713884188
ATP hydrolysis activity,molfunc,0.14,0.2876982191967861,0.7828998640145657
ATP hydrolysis activity,molfunc,0.15,0.3803467982601569,0.9275618949996487
ATP hydrolysis activity,molfunc,0.16,0.4925003413368698,1.0597692338358018
ATP hydrolysis activity,molfunc,0.17,0.6582925354502733,1.2292364257534918
ATP hydrolysis activity,molfunc,0.18,0.9567184848543946,1.4141547315714187
ATP hydrolysis activity,molfunc,0.19,1.2824513838771956,1.649907983796392
